Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	enzyme linked receptor protein signaling pathway (GO:0007167)	7/140	2.2181253843227535e-10	1.368583362127139e-07	0	0	61.43343653250774	1365.6154416369	ALK;RET;EPHA5;PTPRT;PTPRD;NTRK3;EPHB1
GO_Biological_Process_2021	regulation of kinase activity (GO:0043549)	5/94	8.156001316422123e-08	2.516126406116225e-05	0	0	58.80248373743347	959.769831094692	ALK;RET;EPHA5;NTRK3;EPHB1
GO_Biological_Process_2021	positive regulation of kinase activity (GO:0033674)	5/114	2.146958779703229e-07	4.4153345889112175e-05	0	0	47.96475132786094	736.4528702613928	ALK;RET;EPHA5;NTRK3;EPHB1
GO_Biological_Process_2021	transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)	7/404	3.351381626668244e-07	4.4153345889112175e-05	0	0	20.307156615794938	302.75377217701873	ALK;RET;EPHA5;PTPRT;HGF;NTRK3;EPHB1
GO_Biological_Process_2021	signal transduction in response to DNA damage (GO:0042770)	4/52	4.153215979931334e-07	4.4153345889112175e-05	0	0	83.03333333333333	1220.1094596870582	BRIP1;ATRX;ATM;TP53
GO_Biological_Process_2021	positive regulation of phosphorylation (GO:0042327)	6/253	4.2936803133658516e-07	4.4153345889112175e-05	0	0	26.62483130904183	390.345357958506	ALK;RET;EPHA5;HGF;NTRK3;EPHB1
GO_Biological_Process_2021	positive regulation of transferase activity (GO:0051347)	5/148	7.867747214594802e-07	6.934857187721419e-05	0	0	36.497975708502025	512.9908695196339	ALK;RET;EPHA5;NTRK3;EPHB1
KEGG_2021_Human	Hepatocellular carcinoma	5/168	1.471470475543656e-06	7.610802588340039e-05	0	0	31.98740716822732	429.5668344121706	HGF;KEAP1;ARID1A;TP53;SMARCA4
KEGG_2021_Human	Non-small cell lung cancer	4/72	1.5532250180285792e-06	7.610802588340039e-05	0	0	58.55294117647059	783.1559598236887	ALK;RET;HGF;TP53
Reactome_2022	Regulation Of TP53 Activity Thru Phosphorylation R-HSA-6804756	4/90	3.802543359385588e-06	0.0005617439225263525	0	0	46.25581395348837	577.2651761748905	STK11;BRIP1;ATM;TP53
GO_Biological_Process_2021	nucleosome organization (GO:0034728)	4/94	4.5236510573228375e-06	0.00034888658779602384	0	0	44.19111111111111	543.8242597631127	SETD2;ATRX;ARID1A;SMARCA4
Reactome_2022	Generic Transcription Pathway R-HSA-212436	9/1190	5.249943201180864e-06	0.0005617439225263525	0	0	9.548687552921251	116.08619521323332	RPTOR;GRIN2A;STK11;BRIP1;MGA;ATM;ARID1A;TP53;SMARCA4
GO_Biological_Process_2021	positive regulation of cell motility (GO:2000147)	5/221	5.638584788067388e-06	0.0003865563126930643	0	0	24.074074074074073	290.9563089343577	RET;SMO;HGF;NTRK3;ATM
GO_Biological_Process_2021	regulation of cell migration (GO:0030334)	6/408	6.847886788338928e-06	0.0003922555041573281	0	0	16.23051409618574	193.0063018362299	RET;PTPRT;SMO;HGF;NTRK3;ATM
GO_Biological_Process_2021	regulation of autophagy (GO:0010506)	5/231	6.9932099606654925e-06	0.0003922555041573281	0	0	22.99720540288775	272.98995689850904	RPTOR;STK11;HGF;KEAP1;ATM
GO_Biological_Process_2021	signal transduction by p53 class mediator (GO:0072331)	3/33	8.089443558921831e-06	0.00041593222298789745	0	0	94.98095238095236	1113.646975614803	STK11;ATRX;TP53
Reactome_2022	RNA Polymerase II Transcription R-HSA-73857	9/1312	1.1622827981912362e-05	0.0008290950627097484	0	0	8.598465080583269	97.70039880978716	RPTOR;GRIN2A;STK11;BRIP1;MGA;ATM;ARID1A;TP53;SMARCA4
GO_Biological_Process_2021	positive regulation of cell migration (GO:0030335)	5/269	1.461954128879574e-05	0.0006938659211682286	0	0	19.649122807017545	218.7566606543484	RET;SMO;HGF;NTRK3;ATM
GO_Biological_Process_2021	chromatin organization (GO:0006325)	4/142	2.3174234223474697e-05	0.0010213216082774	0	0	28.75072463768116	306.8412315189228	SETD2;ATRX;ARID1A;SMARCA4
Reactome_2022	Gene Expression (Transcription) R-HSA-74160	9/1449	2.583881767984258e-05	0.0013823767458715	0	0	7.723333333333334	81.58645605500513	RPTOR;GRIN2A;STK11;BRIP1;MGA;ATM;ARID1A;TP53;SMARCA4
KEGG_2021_Human	Pathways in cancer	6/531	3.0489010873070804e-05	0.0009959743551869796	0	0	12.349841269841267	128.41543084661004	ALK;RET;SMO;HGF;KEAP1;TP53
GO_Biological_Process_2021	regulation of signal transduction by p53 class mediator (GO:1901796)	4/156	3.350832660511875e-05	0.0013102530061492	0	0	26.08421052631579	268.76431285811844	STK11;BRIP1;ATM;TP53
Reactome_2022	Regulation Of TP53 Activity R-HSA-5633007	4/157	3.435682485358264e-05	0.0014704721037333	0	0	25.912418300653595	266.3462298289791	STK11;BRIP1;ATM;TP53
GO_Biological_Process_2021	positive regulation of intracellular signal transduction (GO:1902533)	6/546	3.564272636793401e-05	0.0013102530061492	0	0	11.99753086419753	122.87829672684089	RET;RPTOR;HGF;NTRK3;TP53;PIK3CG
GO_Biological_Process_2021	protein autophosphorylation (GO:0046777)	4/159	3.610097423750088e-05	0.0013102530061492	0	0	25.57548387096774	261.6165019092716	ALK;STK11;ATM;EPHB1
GO_Biological_Process_2021	positive regulation of transcription, DNA-templated (GO:0045893)	8/1183	4.587491772864173e-05	0.0015724902354762	0	0	8.000425531914894	79.92098725000996	RET;RPTOR;HGF;ATRX;ATM;ARID1A;TP53;SMARCA4
Reactome_2022	Transcriptional Regulation By TP53 R-HSA-3700989	5/354	5.441168117477957e-05	0.0019406832952338	0	0	14.799426934097422	145.31456226023994	RPTOR;STK11;BRIP1;ATM;TP53
KEGG_2021_Human	PI3K-Akt signaling pathway	5/354	5.441168117477957e-05	0.001333086188782	0	0	14.799426934097422	145.31456226023994	RPTOR;STK11;HGF;TP53;PIK3CG
GO_Biological_Process_2021	regulation of cellular catabolic process (GO:0031329)	3/65	6.315273440712488e-05	0.0020508019541682	0	0	45.884792626728114	443.7038528087822	RPTOR;KEAP1;ATM
KEGG_2021_Human	Central carbon metabolism in cancer	3/70	7.8832563879349e-05	0.0015451182520352	0	0	42.449893390191896	401.07442047961786	RET;NTRK3;TP53
GO_Biological_Process_2021	response to ionizing radiation (GO:0010212)	3/72	8.575412779016238e-05	0.0024848611850816	0	0	41.21532091097309	385.9413504398234	STK11;ATM;TP53
Reactome_2022	TP53 Regulates Transcription Of Caspase Activators And Caspases R-HSA-6803207	2/12	9.041513427391056e-05	0.0027641198192309	0	0	181.5090909090909	1690.049094896529	ATM;TP53
GO_Biological_Process_2021	replicative senescence (GO:0090399)	2/12	9.041513427391056e-05	0.0024848611850816	0	0	181.5090909090909	1690.049094896529	ATM;TP53
